account,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,default_profile,default_profile_image,has_extended_profile,bot
MusicmakerBot,194,3,18,2/29/2016 10:56,0,FALSE,5652,en,TRUE,FALSE,FALSE,1
erowidrecruiter,12368,0,265,Wed Jan 28 21:45:29 +0000 2015,34,FALSE,587,en,FALSE,FALSE,FALSE,1
TVCommentBot,2682,403,180,Tue Jan 27 01:56:19 +0000 2015,6309,FALSE,72033,en,TRUE,FALSE,TRUE,1
arXiv_grqc,176,2,19,10/10/2013 5:43,0,FALSE,23319,en,TRUE,TRUE,FALSE,1
allnothings,160,12,24,Mon Nov 10 21:20:41 +0000 2014,0,FALSE,14279,en,TRUE,FALSE,FALSE,1
pkmn_bonsai,18,0,9,Thu Nov 03 20:35:58 +0000 2016,0,FALSE,1590,en,FALSE,FALSE,TRUE,1
memcached_magic,35,1,9,Tue Mar 11 11:33:50 +0000 2014,0,FALSE,4402,en,TRUE,FALSE,FALSE,1
elmerw28,5,714,0,6/28/2016 18:33,124,FALSE,189,en,TRUE,FALSE,FALSE,1
PriceOfDogecoin,1829,8,51,Sat Dec 21 06:49:02 +0000 2013,62,FALSE,27851,en,TRUE,FALSE,FALSE,1
chicknolapowell,1,262,0,1/20/2017 9:50,25,FALSE,28,en,TRUE,FALSE,FALSE,1
meua_lee,0,26,0,Thu Jan 26 02:54:35 +0000 2017,39,FALSE,57,en,TRUE,FALSE,FALSE,1
a_travel_bot,152,0,85,Sun Mar 22 22:20:40 +0000 2015,0,FALSE,3301,en,TRUE,FALSE,FALSE,1
MAmuamunt,24,2000,0,1/1/2015 11:01,273,FALSE,315,en,FALSE,FALSE,FALSE,1
wordisaprison,162,0,14,3/30/2016 20:46,0,FALSE,20469,en,TRUE,FALSE,FALSE,1
selfportraitexe,62,0,13,Thu Sep 29 18:55:08 +0000 2016,0,FALSE,166,en,TRUE,FALSE,FALSE,1
TermsofSbot,107,334,21,Thu Apr 23 03:41:21 +0000 2015,19,FALSE,5394,en,TRUE,FALSE,FALSE,1
walenar21,0,231,0,12/23/2016 16:20,17,FALSE,20,en,TRUE,FALSE,FALSE,1
pseudo_papers,509,35,33,9/4/2014 12:51,0,FALSE,10551,en,FALSE,FALSE,FALSE,1
lncRNA_papers,288,1,16,8/14/2015 18:02,0,FALSE,3427,en,TRUE,FALSE,FALSE,1
Now_Boobs,117,353,10,Sun Dec 11 13:39:48 +0000 2016,7,FALSE,2853,en,FALSE,FALSE,FALSE,1
snailsnake,198,2,20,Fri Apr 24 15:21:38 +0000 2015,1,FALSE,11675,en,FALSE,FALSE,FALSE,1
duane_persaud,2,12,0,Sat Aug 06 21:21:49 +0000 2016,202,FALSE,0,en,TRUE,TRUE,,1
ValentinoBot,873,8,4,Tue Dec 15 18:02:08 +0000 2015,0,FALSE,20734,en,TRUE,FALSE,FALSE,1
relations_js,99,0,24,Mon Sep 01 21:46:54 +0000 2014,0,FALSE,75,en,FALSE,FALSE,FALSE,1
bandname_exe,134,0,17,Sat Jul 05 12:25:08 +0000 2014,0,FALSE,7597,en,FALSE,FALSE,FALSE,1
LoremipsumBot,15,1,5,8/12/2016 14:49,0,FALSE,5017,it,TRUE,FALSE,FALSE,1
genie_nelson,4,47,0,5/8/2015 22:29,0,FALSE,1,en,FALSE,FALSE,FALSE,1
ManyJams,145,1,19,Tue Mar 25 00:36:22 +0000 2014,0,FALSE,6758,en,TRUE,FALSE,FALSE,1
Marquis_Turnerx,19,1952,2,1/1/2015 22:11,290,FALSE,420,en,FALSE,FALSE,FALSE,1
katheyp27,1,236,0,1/23/2017 4:24,25,FALSE,24,en,TRUE,FALSE,FALSE,1
mozerablebot,41,1,17,Sat Nov 08 14:19:05 +0000 2014,0,FALSE,3048,en,FALSE,FALSE,FALSE,1
LitOffLanterns,1,80,0,13/03/2017 22:59,0,FALSE,1,en,TRUE,FALSE,TRUE,1
oiledits,1229,83,49,Thu Jul 17 20:35:23 +0000 2014,21,FALSE,614,en,FALSE,FALSE,FALSE,1
BeaHgiant,1,341,0,2/2/2016 19:36,33,FALSE,42,en,TRUE,FALSE,FALSE,1
GrantsBotGov,167,5,2,Mon Aug 22 18:25:58 +0000 2016,0,FALSE,607,en,TRUE,FALSE,FALSE,1
mcgucket_bot,1129,7,2,Sat Oct 17 22:35:31 +0000 2015,0,FALSE,23557,en,FALSE,FALSE,FALSE,1
BowieK66,0,22,0,13/03/2017 22:21,0,FALSE,1,en,TRUE,TRUE,FALSE,1
ducknoteprice,3,0,3,Mon Aug 25 23:17:59 +0000 2014,0,FALSE,1050,en,TRUE,FALSE,FALSE,1
robotrecipes,505,13,49,Sat May 30 23:42:16 +0000 2015,0,FALSE,5109,en,FALSE,FALSE,FALSE,1
everyumlaut,15,0,11,Sat May 23 14:39:21 +0000 2015,0,FALSE,31365,en-gb,TRUE,FALSE,FALSE,1
glossatory,16,1,4,5/11/2016 5:45,0,FALSE,1832,en,FALSE,FALSE,FALSE,1
Fancypants6047,41,394,0,13/01/2017 19:37,3,FALSE,4,en,TRUE,FALSE,TRUE,1
Hedgehogize,549,370,12,Thu Jul 03 20:37:48 +0000 2014,12,FALSE,4658,en,FALSE,FALSE,FALSE,1
jamieph93986621,0,60,0,Sun Feb 19 03:47:42 +0000 2017,0,FALSE,10,en,TRUE,FALSE,FALSE,1
NothemDonella,0,43,4,Fri Jan 27 15:51:34 +0000 2017,48,FALSE,86,en,TRUE,FALSE,FALSE,1
pony_strategies,102,3,21,Tue Nov 26 03:54:32 +0000 2013,0,FALSE,10873,en,TRUE,FALSE,FALSE,1
imgconvos,578,17,96,Mon Nov 17 21:22:30 +0000 2014,0,FALSE,5234,en,FALSE,FALSE,FALSE,1
StobbeKindra,1,34,0,Wed Feb 01 18:07:24 +0000 2017,68,FALSE,98,en,TRUE,FALSE,FALSE,1
cgagraphics,1456,12,122,Wed May 28 04:13:22 +0000 2014,4,FALSE,72096,en,FALSE,FALSE,FALSE,1
ngthaohuong97,0,1,0,Tue Dec 22 09:15:30 +0000 2015,0,FALSE,0,en,FALSE,FALSE,,1
m_h_nishimura,14,253,0,12/3/2017 14:59,2,FALSE,0,en,TRUE,FALSE,FALSE,1
TheYearofLuigi,506,11,48,Wed Aug 14 03:49:49 +0000 2013,5,FALSE,41052,en,TRUE,FALSE,FALSE,1
litpatches_txt,307,0,21,Tue Jun 09 06:09:06 +0000 2015,1,FALSE,423,en,FALSE,FALSE,FALSE,1
everysimile,518,5,51,Sat Jun 07 18:44:05 +0000 2014,0,FALSE,94196,en,TRUE,FALSE,FALSE,1
J_C_Christensen,0,118,0,Sun Mar 12 00:53:47 +0000 2017,0,FALSE,0,en,TRUE,TRUE,,1
"""lenirvana666""",1,4,0,"""Wed Jul 25 10:56:41 +0000 2012""",22,FALSE,4,"""fr""",TRUE,TRUE,FALSE,1
DrPhilRx,50,2,10,Fri Jul 18 22:07:17 +0000 2014,0,FALSE,1228,en,TRUE,FALSE,FALSE,1
DivinaCooperi,3,336,0,2/2/2016 20:42,29,FALSE,39,en,TRUE,FALSE,FALSE,1
libraryofemoji,394,0,48,Sat Jun 21 20:02:18 +0000 2014,0,FALSE,7956,en,TRUE,FALSE,FALSE,1
wrap_papers,428,410,13,5/27/2010 13:08,630,FALSE,16989,en,TRUE,FALSE,FALSE,1
BloombrgNewsish,630,4,42,6/23/2012 21:21,96,FALSE,15036,en,FALSE,FALSE,FALSE,1
OliverBarkBark,928,20,23,6/25/2015 11:26,7,FALSE,3421,en,TRUE,FALSE,FALSE,1
jargotron,44,5,11,Mon Nov 18 23:49:23 +0000 2013,3,FALSE,2396,en,TRUE,FALSE,FALSE,1
Games4Grownups,20,0,7,Mon Dec 09 19:02:43 +0000 2013,0,FALSE,50,en,TRUE,FALSE,FALSE,1
Lowpolybot,5831,57,354,Fri Nov 07 16:14:12 +0000 2014,16,FALSE,457649,en,FALSE,FALSE,FALSE,1
2blessed_exe,26,0,6,Fri Apr 08 19:19:00 +0000 2016,0,FALSE,6832,en,TRUE,FALSE,FALSE,1
poem_exe,10014,27,326,6/21/2014 0:14,0,FALSE,14473,en-gb,FALSE,FALSE,TRUE,1
HigherEdSurge,8939,6003,516,1/28/2016 21:11,710,FALSE,5846,en,TRUE,FALSE,FALSE,1
GUNNERCARTERXX,2,386,0,11/27/2016 22:50,28,FALSE,41,en,TRUE,FALSE,FALSE,1
myah581,467,956,0,Tue Dec 30 17:56:13 +0000 2014,261,FALSE,5748,en,FALSE,FALSE,FALSE,1
starnearyou,94,1,25,Wed Nov 12 15:26:16 +0000 2014,0,FALSE,2383,en,FALSE,FALSE,FALSE,1
wayback_exe,6664,1,196,9/25/2015 16:42,0,FALSE,6025,en,TRUE,FALSE,FALSE,1
wutahiq19,0,335,0,11/28/2016 3:58,24,FALSE,32,en,TRUE,FALSE,FALSE,1
OldLSystemBot,4,0,1,2/5/2017 20:13,0,FALSE,1469,gl,FALSE,FALSE,FALSE,1
low_battery_tho,37,35,8,Fri Oct 17 03:44:49 +0000 2014,0,FALSE,9,en,TRUE,FALSE,FALSE,1
yeahashleyrober,0,247,0,1/23/2017 6:59,28,FALSE,24,en,TRUE,FALSE,FALSE,1
WonderWoman0716,14,214,0,12/3/2017 18:47,0,FALSE,3,en,TRUE,FALSE,TRUE,1
faq_walkthrough,537,1,18,Tue Nov 26 16:31:56 +0000 2013,0,FALSE,281,en,TRUE,FALSE,FALSE,1
AutoNetflix,284,66,30,Mon Oct 20 00:52:03 +0000 2014,0,FALSE,5986,en,TRUE,FALSE,FALSE,1
FeinmanAltha,0,27,0,Wed Feb 22 03:38:48 +0000 2017,38,FALSE,60,en,TRUE,FALSE,FALSE,1
VoynichTechNews,80,0,29,Sun Sep 29 19:17:23 +0000 2013,0,FALSE,10794,en,TRUE,FALSE,FALSE,1
xx5sosvines01,120,836,0,Fri Jul 01 23:04:05 +0000 2016,1,FALSE,8,en,TRUE,FALSE,FALSE,1
throam_bot,293,344,2,3/28/2016 1:11,0,FALSE,8638,en,FALSE,FALSE,FALSE,1
"""NMBPoGoAlert""",243,4,4,"""Mon Aug 29 17:07:16 +0000 2016""",0,FALSE,69595,"""en""",TRUE,FALSE,FALSE,1
ButtlawMcButt,18,3,8,Fri Mar 14 16:46:14 +0000 2014,1,FALSE,1456,en,TRUE,FALSE,FALSE,1
GilgameshTweets,79,80,3,Sat Nov 05 15:30:29 +0000 2016,23,FALSE,901,en,FALSE,FALSE,FALSE,1
dronesweetie,576,31,60,5/1/2015 21:07,8,FALSE,2370,en,TRUE,FALSE,FALSE,1
PenryParmelee,2,42,1,Mon Nov 14 15:58:05 +0000 2016,29,FALSE,39,en,TRUE,FALSE,FALSE,1
altagraciao86,0,349,0,1/31/2016 20:14,42,FALSE,77,en,TRUE,FALSE,FALSE,1
bookonbalcony,21,0,7,Fri May 13 12:08:11 +0000 2016,0,FALSE,1343,de,TRUE,FALSE,FALSE,1
SuperbOwl3000,16,1,4,Thu Nov 14 15:22:32 +0000 2013,1,FALSE,2001,en,TRUE,FALSE,FALSE,1
ARealRiver,239,0,53,Wed Oct 01 17:25:21 +0000 2014,0,FALSE,22089,en,TRUE,FALSE,FALSE,1
tiny_astro_naut,9968,2,185,Sat Aug 23 12:39:49 +0000 2014,3399,FALSE,8782,en,FALSE,FALSE,FALSE,1
ceubehen,0,223,0,1/27/2017 1:54,24,FALSE,24,en,TRUE,FALSE,FALSE,1
ljw269,8,86,0,2/6/2017 2:49,12,FALSE,3,en,TRUE,TRUE,FALSE,1
armspirits,906,2434,0,Sat Jun 27 11:38:58 +0000 2015,277,FALSE,528,en,TRUE,FALSE,FALSE,1
marcelinep16,1,352,0,2/3/2016 15:50,29,FALSE,33,en,TRUE,FALSE,FALSE,1
epigen_papers,1419,1,61,5/27/2014 8:16,5,FALSE,32244,en,FALSE,FALSE,FALSE,1
tardygram,39,0,0,7/27/2015 9:50,1,FALSE,303,en,TRUE,FALSE,TRUE,1
SharksOnCouches,835,2290,22,7/31/2011 0:59,74533,FALSE,17259,en,TRUE,FALSE,TRUE,1
LucileRobertsa,2,360,0,11/27/2016 22:08,27,FALSE,60,en,TRUE,FALSE,FALSE,1
SylverBot,856,1078,7,Thu Oct 11 14:23:53 +0000 2012,0,FALSE,130262,en,TRUE,FALSE,FALSE,1
adventvrecall,240,45,22,8/4/2014 14:54,66,FALSE,1993,en,FALSE,FALSE,FALSE,1
greatartbot,4213,0,220,Tue Nov 26 19:00:04 +0000 2013,0,FALSE,4364,en,FALSE,FALSE,FALSE,1
dtufreak,77,490,0,Sat Sep 21 17:29:30 +0000 2013,1,FALSE,15,en,FALSE,FALSE,FALSE,1
patrinafbryantz,0,336,0,11/27/2016 19:34,23,FALSE,23,en,TRUE,FALSE,FALSE,1
bot_things,172,5,21,Sat Jun 14 13:05:30 +0000 2014,5,FALSE,3497,en,FALSE,FALSE,FALSE,1
MuzeumBot,213,0,38,Sun Jun 01 02:17:35 +0000 2014,0,FALSE,1063,en,TRUE,FALSE,FALSE,1
fantasy_florist,379,12,38,Sat Sep 06 20:50:29 +0000 2014,0,FALSE,22371,en,FALSE,FALSE,FALSE,1
hypoxiapapers,335,0,32,7/22/2014 13:04,1,FALSE,17375,en,FALSE,FALSE,FALSE,1
MysteriousW0rld,102,86,0,3/13/2017 22:23,0,FALSE,1,en,TRUE,FALSE,TRUE,1
netflixtaglines,52,0,15,Tue Apr 29 18:22:20 +0000 2014,0,FALSE,93310,en,TRUE,FALSE,FALSE,1
MythologyBot,5631,6,188,Sun Nov 09 23:40:06 +0000 2014,48,FALSE,6574,en,FALSE,FALSE,FALSE,1
THMarcella,10,15,0,9/7/2014 21:32,13,FALSE,3,en,TRUE,FALSE,FALSE,1
themetgallery,66,1,7,2/12/2017 17:53,4,FALSE,70,en,FALSE,FALSE,FALSE,1
FFD8FFDB,4965,0,244,Sat Nov 22 18:25:16 +0000 2014,1,FALSE,67870,en,FALSE,FALSE,FALSE,1
"""DuniaOnePiece""",14917,227,27,"""Wed May 15 17:39:52 +0000 2013""",919,FALSE,53398,"""en""",FALSE,FALSE,FALSE,1
wz77,20,0,16,Sun Oct 27 23:29:37 +0000 2013,0,FALSE,42453,en,TRUE,FALSE,FALSE,1
scell_papers,803,31,34,3/3/2015 21:16,0,FALSE,808,en,FALSE,FALSE,FALSE,1
WizardGenerator,164,0,35,4/9/2016 16:07,51,FALSE,2714,en,TRUE,FALSE,FALSE,1
bouquetbot,17,1,8,Fri Feb 13 17:54:45 +0000 2015,0,FALSE,1522,en,TRUE,FALSE,FALSE,1
astronaut_bot,9,0,5,Fri Nov 04 12:11:27 +0000 2016,0,FALSE,6,en,TRUE,FALSE,FALSE,1
censusAmericans,9632,0,239,Mon Jun 15 14:44:07 +0000 2015,0,FALSE,13936,en,FALSE,FALSE,FALSE,1
tibbits_marcus,0,86,0,Sun Mar 12 01:07:36 +0000 2017,0,FALSE,0,en,TRUE,TRUE,,1
"""3461holley""",6,109,0,"""Tue Aug 30 20:32:02 +0000 2016""",0,FALSE,2,"""en""",TRUE,TRUE,FALSE,1
isu_bot2_fs,1784,43,89,Sun Sep 05 16:59:09 +0000 2010,5,FALSE,389,en,FALSE,FALSE,FALSE,1
HaikuMurakami,79,0,3,5/1/2015 21:03,5,FALSE,4007,en,FALSE,FALSE,FALSE,1
Clippy_exe,96,29,10,Wed Jun 15 15:45:03 +0000 2016,0,FALSE,195,en,TRUE,FALSE,FALSE,1
fullmetaliberty,600,818,40,Fri Nov 21 20:38:20 +0000 2014,651,FALSE,1787,en,FALSE,FALSE,FALSE,1
cancerSL,52,2,5,2/27/2014 13:52,0,FALSE,702,en-gb,TRUE,FALSE,FALSE,1
phylogeo_papers,184,0,8,2/25/2014 16:03,0,FALSE,1125,en,TRUE,FALSE,FALSE,1
asdfghjkl0l2,945,2027,3,Fri Oct 14 06:18:48 +0000 2011,2847,FALSE,13935,en,FALSE,FALSE,FALSE,1
sexyeveryword,67,0,17,Sun Sep 21 17:22:49 +0000 2014,0,FALSE,886,en,TRUE,FALSE,FALSE,1
hortensiadicke3,1,29,0,Wed Nov 16 20:55:12 +0000 2016,48,FALSE,72,en,TRUE,FALSE,FALSE,1
Sexkitten0422,338,471,5,Fri May 16 04:23:57 +0000 2014,35,FALSE,260,en,FALSE,FALSE,TRUE,1
kanyejordan,2925,3,139,9/26/2010 14:45,0,FALSE,708,en,TRUE,FALSE,FALSE,1
someboxes,10,0,2,1/4/2016 0:11,0,FALSE,10370,en-gb,FALSE,FALSE,FALSE,1
mahireyvazov,47,197,0,17/01/2013 17:44,62,FALSE,1,en,TRUE,FALSE,FALSE,1
mlegoudes262,54,1351,0,Wed Dec 08 21:29:31 +0000 2010,2,FALSE,6,en,TRUE,FALSE,FALSE,1
"""1lovetakes2""",0,9,0,"""Wed Jul 07 09:25:23 +0000 2010""",0,FALSE,0,"""en""",TRUE,TRUE,FALSE,1
coolbot420,209,16,20,Sat Sep 20 23:36:22 +0000 2014,0,FALSE,21278,en-gb,FALSE,FALSE,FALSE,1
topbiopapers,335,3,22,8/17/2011 14:58,2,FALSE,4934,ru,FALSE,FALSE,FALSE,1
STaafunnyx,1,369,0,2/2/2016 15:53,28,FALSE,36,en,TRUE,FALSE,FALSE,1
bionet_papers,62,0,19,3/11/2014 18:49,0,FALSE,4106,en,TRUE,TRUE,FALSE,1
pizzaclones,155,0,34,Mon Oct 21 22:53:57 +0000 2013,0,FALSE,14702,en,TRUE,FALSE,FALSE,1
DistractedGenie,125,1,30,Sat May 10 23:17:18 +0000 2014,0,FALSE,3201,en,TRUE,FALSE,FALSE,1
space_stories,499,53,51,Wed Jul 01 11:04:09 +0000 2015,75,FALSE,2592,en,TRUE,FALSE,FALSE,1
CantorLogical,2,1,1,Sat Mar 01 20:36:44 +0000 2014,0,FALSE,1360,en,TRUE,FALSE,FALSE,1
sg_ebooks,70,5,8,Wed Jul 02 02:50:59 +0000 2014,2,FALSE,4310,en,TRUE,FALSE,FALSE,1
scientificpaper,305,4,13,3/31/2014 16:27,0,FALSE,112538,en,TRUE,TRUE,FALSE,1
biorxiv_genomic,956,0,34,6/21/2016 20:06,0,FALSE,434,en,TRUE,FALSE,FALSE,1
scdicaprio,543,3911,0,Mon May 30 12:07:45 +0000 2016,141,FALSE,0,en,TRUE,FALSE,FALSE,1
allemptysets,37,0,8,Mon Mar 31 03:36:27 +0000 2014,0,FALSE,0,en,TRUE,FALSE,FALSE,1
thedismalblog,13,164,1,21/02/2017 9:51,0,FALSE,5,en,TRUE,FALSE,FALSE,1
ahouseofdust,107,30,17,11/13/2015 17:42,2,FALSE,11151,en-gb,FALSE,FALSE,FALSE,1
NY_Now,34284,17397,889,11/3/2009 19:01,0,FALSE,191383,en,FALSE,FALSE,FALSE,1
_LostBuoy_,273,37,42,Fri Oct 25 14:00:05 +0000 2013,0,FALSE,10115,en,TRUE,FALSE,FALSE,1
spear_one,8,45,0,4/14/2012 17:30,3,FALSE,5,en,TRUE,FALSE,FALSE,1
kordeidangerouz,3459,2282,11,9/3/2015 22:27,3888,FALSE,57256,pt,FALSE,FALSE,TRUE,1
andrewhuangbot,275,1,2,Fri Sep 30 04:02:46 +0000 2016,1,FALSE,1961,en,FALSE,FALSE,FALSE,1
AllTheCheeses,1325,1797,64,5/22/2009 9:43,0,FALSE,18265,en,FALSE,FALSE,FALSE,1
fly_papers,1690,0,38,2/23/2013 20:14,108,FALSE,15530,en,TRUE,FALSE,FALSE,1
Suarez06356267,0,21,0,12/3/2017 15:18,0,FALSE,1,en,TRUE,TRUE,FALSE,1
Eyescaler,71,0,14,Thu Apr 10 01:04:36 +0000 2014,0,FALSE,1490,en,TRUE,FALSE,FALSE,1
soeqaib,2,501,0,10/29/2016 20:19,102,FALSE,130,en,TRUE,FALSE,FALSE,1
AllOilPainting,4856,2162,85,5/25/2009 22:35,0,FALSE,1223,en,FALSE,FALSE,FALSE,1
SmoothUnicode,354,1,47,Sun Sep 29 14:52:56 +0000 2013,0,FALSE,29635,en,TRUE,FALSE,FALSE,1
charand522,0,39,0,Sun Mar 12 18:04:42 +0000 2017,0,FALSE,0,en,TRUE,FALSE,,1
CultEvoBot,455,480,23,10/12/2013 9:08,42,FALSE,6320,en,TRUE,FALSE,FALSE,1
SAmallenxx18,1,341,0,2/1/2016 15:27,44,FALSE,36,en,TRUE,FALSE,FALSE,1
beiwiqe25,0,243,0,12/23/2016 15:27,13,FALSE,18,en,TRUE,FALSE,FALSE,1
helpmeetgoal,128,1814,0,Fri Feb 20 22:09:48 +0000 2015,7,FALSE,18,en,TRUE,TRUE,FALSE,1
chinesphere,3,39,0,22/07/2016 2:44,0,FALSE,3,en,TRUE,TRUE,FALSE,1
xbangtan1,151,1437,0,Wed Jul 06 09:56:35 +0000 2016,1,FALSE,5,en,TRUE,FALSE,FALSE,1
eachtown,137,0,24,Thu Sep 19 22:59:26 +0000 2013,0,FALSE,86797,en,FALSE,FALSE,FALSE,1
NixieBot,2108,3,60,5/10/2015 18:19,8,FALSE,49270,en-gb,FALSE,FALSE,FALSE,1
Zzt_ebooks,153,0,15,Sat Aug 24 17:01:01 +0000 2013,0,FALSE,2072,en,TRUE,FALSE,FALSE,1
angelia_irr,0,27,0,Wed Feb 15 15:36:15 +0000 2017,86,FALSE,127,en,TRUE,FALSE,FALSE,1
NaiveAnswers,41,1,11,Fri Jul 11 04:29:53 +0000 2014,0,FALSE,673,en,TRUE,FALSE,FALSE,1
biofilmPapers,460,65,26,1/3/2015 23:09,14,FALSE,9058,en,TRUE,FALSE,FALSE,1
baeksehuniie,1569,4882,0,Fri Mar 11 06:26:23 +0000 2016,95,FALSE,112,en,TRUE,FALSE,FALSE,1
TwoHeadlines,7852,1,400,Tue Aug 27 16:00:04 +0000 2013,8,FALSE,27610,en,TRUE,FALSE,FALSE,1
sponge_papers,50,0,0,9/10/2014 8:39,0,FALSE,926,en,TRUE,TRUE,FALSE,1
CitiBikeDocks,74,7,27,Sat Aug 15 20:42:07 +0000 2015,1,FALSE,80949,en,TRUE,FALSE,FALSE,1
likeuberbut,2108,1,76,Sat Feb 07 06:30:21 +0000 2015,2,FALSE,5619,en,FALSE,FALSE,FALSE,1
beefl96,0,266,0,1/27/2017 0:59,22,FALSE,35,en,TRUE,FALSE,FALSE,1
GoogleFacts,1474799,1,6818,4/21/2012 16:06,1793,FALSE,20990,en,FALSE,FALSE,FALSE,1
vox_ebooks,396,0,17,Tue Aug 05 18:02:15 +0000 2014,0,FALSE,3608,en,TRUE,FALSE,FALSE,1
synbio_papers,166,25,18,3/2/2015 14:57,0,FALSE,3622,es,FALSE,FALSE,FALSE,1
nice_tips_bot,5388,0,178,Thu Oct 23 17:37:54 +0000 2014,0,FALSE,31751,en,FALSE,FALSE,FALSE,1
quantifiedinky,8,1,7,Mon Jul 14 22:08:03 +0000 2014,0,FALSE,258,en-gb,FALSE,FALSE,FALSE,1
ididmorepushups,8063,1,13,Tue Jan 13 19:42:21 +0000 2015,42,FALSE,119,en,TRUE,FALSE,FALSE,1
assignments_txt,148,0,22,Wed Jul 16 14:00:02 +0000 2014,0,FALSE,1723,en-gb,FALSE,FALSE,FALSE,1
"""TwitterMovies""",7154703,240,4240,"""Wed Dec 14 00:18:42 +0000 2011""",640,TRUE,5995,"""en""",FALSE,FALSE,FALSE,1
lixoxept96,9,484,0,10/29/2016 23:39,87,FALSE,109,en,TRUE,FALSE,FALSE,1
BotMtGFlavor,47,1,9,Sat Dec 14 13:09:28 +0000 2013,0,FALSE,2610,en-gb,TRUE,FALSE,FALSE,1
DSWalsh6,3,38,0,12/4/2016 8:50,3,FALSE,5,en,TRUE,TRUE,TRUE,1
XsGonnaX,13,5,4,Thu Nov 21 01:36:58 +0000 2013,0,FALSE,10693,en,FALSE,FALSE,FALSE,1
Fact,1655947,0,5482,3/27/2007 7:29,124,FALSE,480858,en,FALSE,FALSE,FALSE,1
reverseocr,2149,1,198,Sun Aug 03 17:26:28 +0000 2014,0,FALSE,3741,en,TRUE,FALSE,FALSE,1
anamariaq27,1,261,0,1/27/2017 0:38,24,FALSE,21,en,TRUE,FALSE,FALSE,1
litoraptor,646,1221,38,4/4/2011 17:50,25654,FALSE,26729,en,FALSE,FALSE,TRUE,1
colorschemez,18672,0,252,Fri Feb 27 02:48:24 +0000 2015,0,FALSE,18270,en,FALSE,FALSE,FALSE,1
startup_o_matic,16,1,11,Sun Nov 06 21:21:14 +0000 2016,0,FALSE,1237,en,TRUE,FALSE,FALSE,1
Joey_Cartero,14,1978,0,1/1/2015 2:52,289,FALSE,426,en,FALSE,FALSE,FALSE,1
"""1pRsHsia8WbmoD7""",4,102,0,"""Thu Sep 01 03:49:21 +0000 2016""",2,FALSE,0,"""en""",TRUE,FALSE,TRUE,1
menubot,280,48,30,11/1/2015 20:29,3,FALSE,4722,en-gb,FALSE,FALSE,FALSE,1
BioCodePapers,147,0,22,2/6/2015 16:29,0,FALSE,1388,en,TRUE,FALSE,FALSE,1
gorillacities,20,0,10,Tue Jul 08 23:34:09 +0000 2014,0,FALSE,5131,en,FALSE,FALSE,FALSE,1
"""SydneyPogoMap""",918,0,13,"""Tue Jan 10 01:27:22 +0000 2017""",2,FALSE,92849,"""en""",TRUE,FALSE,FALSE,1
JpTeixeira01,12,64,0,12/8/2012 22:55,0,FALSE,7,pt,TRUE,FALSE,FALSE,1
CRISPR_papers,1381,0,45,9/4/2014 8:04,0,FALSE,1292,en,TRUE,FALSE,FALSE,1
SluttySara,4948,296,15,Fri Feb 05 18:27:40 +0000 2010,17,FALSE,41190,en,FALSE,FALSE,FALSE,1
suavkog95,27,2257,2,1/1/2015 8:42,288,FALSE,323,en,FALSE,FALSE,FALSE,1
rosalinemckeit4,0,30,0,Sun Mar 12 17:40:53 +0000 2017,0,FALSE,0,en,TRUE,TRUE,,1
eatdicks4health,0,18,0,Sun Mar 12 17:41:53 +0000 2017,0,FALSE,0,en,TRUE,TRUE,,1
TrevisanOlympia,0,44,0,Fri Feb 17 13:42:49 +0000 2017,73,FALSE,106,en,TRUE,FALSE,FALSE,1
ProtasMerrill,2,51,0,Sun Oct 02 04:54:18 +0000 2016,75,FALSE,125,en,TRUE,FALSE,FALSE,1
not_a_cop_bot,213,213,18,Wed May 27 04:22:53 +0000 2015,0,FALSE,5988,en-gb,FALSE,FALSE,FALSE,1
FollowNoire,189,366,0,Wed Feb 08 10:22:57 +0000 2017,1,FALSE,36,en,TRUE,FALSE,FALSE,1
MltplSclppr,166,1,24,5/16/2015 16:32,0,FALSE,17017,en,FALSE,FALSE,FALSE,1
theDesireBot,136,1,21,Sat Jan 17 01:58:53 +0000 2015,5,FALSE,34446,en,FALSE,FALSE,FALSE,1
VillanelleBot,100,1,19,8/3/2015 4:05,257,FALSE,6605,en,TRUE,FALSE,FALSE,1
USPRI,98,274,7,28/10/2010 3:22,1,FALSE,37,en,FALSE,FALSE,FALSE,1
ideabot,90,1,20,Fri Mar 28 01:31:10 +0000 2014,4,FALSE,6703,en,TRUE,FALSE,FALSE,1
BadArtThief,7,0,8,Sat Jun 21 01:57:04 +0000 2014,0,FALSE,5669,en,FALSE,FALSE,FALSE,1
fuckingbard,292,1,26,Fri Mar 27 18:17:29 +0000 2015,0,FALSE,1958,en,FALSE,FALSE,FALSE,1
pixelsorter,4198,3,313,Thu Sep 11 02:35:10 +0000 2014,15,FALSE,158639,en,TRUE,FALSE,FALSE,1
ThreeCourseMeal,60,0,19,Fri Nov 22 19:10:04 +0000 2013,0,FALSE,1476,en,TRUE,FALSE,FALSE,1
Keifer67684948,1,74,0,12/3/2017 19:19,0,FALSE,1,en,TRUE,TRUE,FALSE,1
artassignbot,4355,2,194,Tue Oct 22 00:20:28 +0000 2013,3,FALSE,26381,en,FALSE,FALSE,FALSE,1
